timestamp,experiment_id,service,scenario,replica_count,load_users,cpu_cores_value,mem_bytes_value,net_rx_bytes_value,net_tx_bytes_value,pod_restarts_value,replica_count_value,node_cpu_util_value,node_mem_util_value,network_activity_rate_value,processing_intensity_value,service_stability_value,resource_pressure_value
t_0,currencyservice_browsing_replicas_4_users_75,currencyservice,browsing,4,75,0.0009279099612807251,25899008.0,0.9279099612807251,2589900.8000000003,0.0,2.0,6.896527777778289,66.57811610959612,0.0,0.0009279099612807251,1.0,0.1952721783621048
t_1,currencyservice_browsing_replicas_4_users_75,currencyservice,browsing,4,75,0.0008827764361148401,26320896.0,0.8827764361148401,2632089.6,0.0,2.0,6.871759259258255,67.56103478959892,-4.5133525165885e-05,0.0008827764361148401,1.0,0.19204151705308287
t_2,currencyservice_browsing_replicas_4_users_75,currencyservice,browsing,4,75,0.0009202547506934601,26136576.0,0.9202547506934601,2613657.6,0.0,2.0,6.8861111111120294,66.36726399768907,3.747831457861996e-05,0.0009202547506934601,1.0,0.1953429383756701
t_3,currencyservice_browsing_replicas_4_users_75,currencyservice,browsing,4,75,0.0009233073508336545,26939392.0,0.9233073508336544,2693939.2,0.0,2.0,6.7312499999995055,66.6737217246893,3.0526001401944003e-06,0.0009233073508336545,1.0,0.19865988344631944
t_4,currencyservice_browsing_replicas_4_users_75,currencyservice,browsing,4,75,0.0009118402350203367,27373568.0,0.9118402350203366,2737356.8000000003,0.0,2.0,6.7803240740748265,66.76253049521759,-1.1467115813317843e-05,0.0009118402350203367,1.0,0.19905774400876364
t_5,currencyservice_browsing_replicas_4_users_75,currencyservice,browsing,4,75,0.0009446637632850078,27029504.0,0.9446637632850078,2702950.4000000004,0.0,2.0,6.884490740740475,67.48267116990937,3.282352826467112e-05,0.0009446637632850078,1.0,0.20126844523070317
t_6,currencyservice_browsing_replicas_4_users_75,currencyservice,browsing,4,75,0.0009232003360221999,27344896.0,0.9232003360221999,2734489.6,0.0,2.0,6.900462962962422,67.40013448756415,-2.146342726280792e-05,0.0009232003360221999,1.0,0.20015980704498715
t_7,currencyservice_browsing_replicas_4_users_75,currencyservice,browsing,4,75,0.0009878066791920122,30699520.0,0.9878066791920123,3069952.0,0.0,4.0,7.026388888888732,66.58428824418263,6.460634316981238e-05,0.0009878066791920122,1.0,0.21953778054276737
t_8,currencyservice_browsing_replicas_4_users_75,currencyservice,browsing,4,75,0.0009369430680621953,31150080.0,0.9369430680621953,3115008.0,0.0,4.0,7.100462962963078,66.13312269778754,-5.086361112981695e-05,0.0009369430680621953,1.0,0.21580419324315403
t_9,currencyservice_browsing_replicas_4_users_75,currencyservice,browsing,4,75,0.0009630303765724229,30748672.0,0.9630303765724229,3074867.2,0.0,4.0,7.0365740740733,66.45632265220871,2.6087308510227615e-05,0.0009630303765724229,1.0,0.21708431603174805
t_10,currencyservice_browsing_replicas_4_users_75,currencyservice,browsing,4,75,0.000998368472574551,31191040.0,0.998368472574551,3119104.0,0.0,4.0,7.190509259259372,67.48417047385752,3.5338096002128115e-05,0.000998368472574551,1.0,0.22249364268218408
t_11,currencyservice_browsing_replicas_4_users_75,currencyservice,browsing,4,75,0.000964008865155402,31682560.0,0.964008865155402,3168256.0,0.0,4.0,7.119907407407112,66.86788158597372,-3.4359607419149024e-05,0.000964008865155402,1.0,0.22066904239287738
t_12,currencyservice_browsing_replicas_4_users_75,currencyservice,browsing,4,75,0.0009550647905461442,32354304.0,0.9550647905461442,3235430.4000000004,0.0,4.0,7.203472222222274,66.65038255989657,-8.944074609257779e-06,0.0009550647905461442,1.0,0.2222208159741397
t_13,currencyservice_browsing_replicas_4_users_75,currencyservice,browsing,4,75,0.0009555728369666109,31997952.0,0.955572836966611,3199795.2,0.0,4.0,7.15925925925923,66.63036685218887,5.080464204667299e-07,0.0009555728369666109,1.0,0.2209467588333729
t_14,currencyservice_browsing_replicas_4_users_75,currencyservice,browsing,4,75,0.0009380780199815101,33333248.0,0.9380780199815101,3333324.8000000003,0.0,4.0,7.307638888889272,67.45236024175776,-1.7494816985100833e-05,0.0009380780199815101,1.0,0.22406163221823694
t_15,currencyservice_browsing_replicas_4_users_75,currencyservice,browsing,4,75,0.0009161461756652738,33677312.0,0.9161461756652738,3367731.2,0.0,4.0,7.271759259259582,67.3215709606815,-2.1931844316236274e-05,0.0009161461756652738,1.0,0.2230100062916312
t_16,currencyservice_browsing_replicas_4_users_75,currencyservice,browsing,4,75,0.0008686696073509993,34037760.0,0.8686696073509993,3403776.0,0.0,4.0,7.175694444444218,66.63339044848429,-4.747656831427451e-05,0.0008686696073509993,1.0,0.2193010154829599
