timestamp,experiment_id,service,scenario,replica_count,load_users,cpu_cores_value,mem_bytes_value,net_rx_bytes_value,net_tx_bytes_value,pod_restarts_value,replica_count_value,node_cpu_util_value,node_mem_util_value,network_activity_rate_value,processing_intensity_value,service_stability_value,resource_pressure_value
t_0,frontend_browsing_replicas_2_users_10,frontend,browsing,2,10,0.00032471782199694634,0.0,0.3247178219969463,0.0,0.0,1.0,10.551388888888837,66.66767453209847,0.0,0.00032471782199694634,1.0,0.34914381678629186
t_1,frontend_browsing_replicas_2_users_10,frontend,browsing,2,10,0.00029315463112992567,8916992.0,0.2931546311299257,891699.2000000001,0.0,1.0,9.976851851851876,68.24394274957851,-3.156319086702067e-05,0.00029315463112992567,1.0,0.4786448111340593
t_2,frontend_browsing_replicas_2_users_10,frontend,browsing,2,10,0.0002484876885122328,8953856.0,0.24848768851223277,895385.6000000001,0.0,1.0,9.231712962963016,66.49115648060388,-4.4666942617692894e-05,0.0002484876885122328,1.0,0.4312935976978024
t_3,frontend_browsing_replicas_2_users_10,frontend,browsing,2,10,0.00017907293406890963,8982528.0,0.17907293406890962,898252.8,0.0,1.0,8.678240740740733,66.74641297777507,-6.941475444332315e-05,0.00017907293406890963,1.0,0.3571828369900058
t_4,frontend_browsing_replicas_2_users_10,frontend,browsing,2,10,0.00012942990049957784,9027584.0,0.12942990049957784,902758.4,0.0,1.0,7.942824074074025,66.5715941374217,-4.964303356933179e-05,0.00012942990049957784,1.0,0.3046313701539909
t_5,frontend_browsing_replicas_2_users_10,frontend,browsing,2,10,9.111131624825652e-05,9154560.0,0.09111131624825652,915456.0,0.0,1.0,6.990277777777678,67.88418476722183,-3.831858425132132e-05,9.111131624825652e-05,1.0,0.26575770433262913
t_6,frontend_browsing_replicas_2_users_10,frontend,browsing,2,10,5.280791578280045e-05,9162752.0,0.052807915782800446,916275.2000000001,0.0,1.0,6.486111111111086,66.31186471680522,-3.830340046545607e-05,5.280791578280045e-05,1.0,0.2247231872780056
t_7,frontend_browsing_replicas_2_users_10,frontend,browsing,2,10,5.141437566702246e-05,9187328.0,0.051414375667022456,918732.8,0.0,1.0,6.278240740740756,66.57346826735687,-1.3935401157779881e-06,5.141437566702246e-05,1.0,0.22367527243432045
t_8,frontend_browsing_replicas_2_users_10,frontend,browsing,2,10,8.740339111967208e-05,9191424.0,0.08740339111967207,919142.4,1.0,1.0,6.234953703703724,66.48993204904623,3.598901545264962e-05,8.740339111967208e-05,0.5,0.2624465365274319
t_9,frontend_browsing_replicas_2_users_10,frontend,browsing,2,10,0.00012144455496088928,27279360.0,0.12144455496088928,2727936.0,1.0,1.0,6.307870370370466,68.09483697193578,3.40411638412172e-05,0.00012144455496088928,1.0,0.6305798837470529
