timestamp,experiment_id,service,scenario,replica_count,load_users,cpu_cores_value,mem_bytes_value,net_rx_bytes_value,net_tx_bytes_value,pod_restarts_value,replica_count_value,node_cpu_util_value,node_mem_util_value,network_activity_rate_value,processing_intensity_value,service_stability_value,resource_pressure_value
t_0,recommendationservice_checkout_replicas_2_users_10,recommendationservice,checkout,2,10,0.002126199309303024,63496192.0,2.126199309303024,6349619.2,0.0,1.0,7.498611111111501,47.639708265437775,0.0,0.002126199309303024,1.0,0.8878775820507101
t_1,recommendationservice_checkout_replicas_2_users_10,recommendationservice,checkout,2,10,0.0018340140255579522,43716608.0,1.8340140255579522,4371660.8,0.0,1.0,7.4212962962967595,47.67606638618022,-0.00029218528374507164,0.0018340140255579522,1.0,0.6788208058192499
t_2,recommendationservice_checkout_replicas_2_users_10,recommendationservice,checkout,2,10,0.0015736256710983186,43884544.0,1.5736256710983185,4388454.4,0.0,1.0,7.60810185185214,49.05937418553437,-0.0002603883544596336,0.0015736256710983186,1.0,0.6326411755094044
t_3,recommendationservice_checkout_replicas_2_users_10,recommendationservice,checkout,2,10,0.0012912011862783789,43929600.0,1.2912011862783788,4392960.0,0.0,1.0,7.437731481481421,47.82454745384456,-0.0002824244848199397,0.0012912011862783789,1.0,0.5814739282408761
t_4,recommendationservice_checkout_replicas_2_users_10,recommendationservice,checkout,2,10,0.000991723450062237,44154880.0,0.9917234500622369,4415488.0,0.0,1.0,7.4046296296297385,47.79795979716417,-0.0002994777362161419,0.000991723450062237,1.0,0.5286148678052809
t_5,recommendationservice_checkout_replicas_2_users_10,recommendationservice,checkout,2,10,0.000688024781161592,44187648.0,0.6880247811615919,4418764.8,0.0,1.0,7.2657407407408385,47.79403661849986,-0.000303698668900645,0.000688024781161592,1.0,0.47346985903462446
t_6,recommendationservice_checkout_replicas_2_users_10,recommendationservice,checkout,2,10,0.00037213630637607394,44187648.0,0.3721363063760739,4418764.8,0.0,1.0,7.404398148147024,49.47230748125183,-0.00031588847478551804,0.00037213630637607394,1.0,0.41584306117922587
t_7,recommendationservice_checkout_replicas_2_users_10,recommendationservice,checkout,2,10,0.00028930176011388075,44187648.0,0.28930176011388076,4418764.8,0.0,1.0,7.163425925926745,48.21921422979381,-8.28345462621932e-05,0.00028930176011388075,1.0,0.4007317480610877
t_8,recommendationservice_checkout_replicas_2_users_10,recommendationservice,checkout,2,10,0.0005535876387259571,45293568.0,0.5535876387259572,4529356.8,17.0,1.0,6.997453703704224,48.15132074934212,0.0002642858786120764,0.0005535876387259571,0.05555555555555555,0.4576533583602943
t_9,recommendationservice_checkout_replicas_2_users_10,recommendationservice,checkout,2,10,0.0007994962787934187,45293568.0,0.7994962787934187,4529356.8,17.0,1.0,6.8874999999998465,48.166213835227,0.0002459086400674616,0.0007994962787934187,1.0,0.5025138981494884
t_10,recommendationservice_checkout_replicas_2_users_10,recommendationservice,checkout,2,10,0.0010263506877371455,45293568.0,1.0263506877371456,4529356.8,17.0,1.0,7.055555555555287,49.4955217040489,0.00022685440894372683,0.0010263506877371455,1.0,0.543898418986098
t_11,recommendationservice_checkout_replicas_2_users_10,recommendationservice,checkout,2,10,0.0012830834308699612,45293568.0,1.2830834308699612,4529356.8,17.0,1.0,6.9219907407413785,48.12728190937358,0.00025673274313281567,0.0012830834308699612,1.0,0.590733574657485
t_12,recommendationservice_checkout_replicas_2_users_10,recommendationservice,checkout,2,10,0.001551224818159656,44683264.0,1.551224818159656,4468326.4,17.0,1.0,6.912037037037166,48.137002396637364,0.00026814138728969484,0.001551224818159656,1.0,0.6348441511737263
t_13,recommendationservice_checkout_replicas_2_users_10,recommendationservice,checkout,2,10,0.0018075760384953265,45281280.0,1.8075760384953266,4528128.0,17.0,1.0,6.8013888888887095,47.98042508765305,0.00025635122033567043,0.0018075760384953265,1.0,0.6863187763283237
t_14,recommendationservice_checkout_replicas_2_users_10,recommendationservice,checkout,2,10,0.001954985714285714,45281280.0,1.954985714285714,4528128.0,17.0,1.0,6.886574074074403,49.41733300315329,0.00014740967579038766,0.001954985714285714,1.0,0.7132103797477592
t_15,recommendationservice_checkout_replicas_2_users_10,recommendationservice,checkout,2,10,0.002054413315753392,45285376.0,2.0544133157533917,4528537.600000001,17.0,1.0,6.7976851851856,48.152320285307546,9.942760146767777e-05,0.002054413315753392,1.0,0.7313809791374934
t_16,recommendationservice_checkout_replicas_2_users_10,recommendationservice,checkout,2,10,0.001785468847238451,45281280.0,1.785468847238451,4528128.0,17.0,1.0,6.812037037037001,48.39883084278124,-0.00026894446851494095,0.001785468847238451,1.0,0.6822858129776488
t_17,recommendationservice_checkout_replicas_2_users_10,recommendationservice,checkout,2,10,0.0015038162430012331,45281280.0,1.5038162430012332,4528128.0,17.0,1.0,6.751157407407604,48.33023768715374,-0.00028165260423721784,0.0015038162430012331,1.0,0.6309045851539838
t_18,recommendationservice_checkout_replicas_2_users_10,recommendationservice,checkout,2,10,0.0012281051241786627,45281280.0,1.2281051241786627,4528128.0,17.0,1.0,6.934259259258525,49.90538142667267,-0.00027571111882257037,0.0012281051241786627,1.0,0.580607248659951
t_19,recommendationservice_checkout_replicas_2_users_10,recommendationservice,checkout,2,10,0.000965815927821278,45281280.0,0.965815927821278,4528128.0,17.0,1.0,6.771296296296043,48.323490819387104,-0.00026228919635738475,0.000965815927821278,1.0,0.5327584421835365
t_20,recommendationservice_checkout_replicas_2_users_10,recommendationservice,checkout,2,10,0.0007027957804379517,45285376.0,0.7027957804379517,4528537.600000001,17.0,1.0,6.788425925925466,48.40365360381443,-0.00026302014738332634,0.0007027957804379517,1.0,0.4848085439186388
t_21,recommendationservice_checkout_replicas_2_users_10,recommendationservice,checkout,2,10,0.0004411270517776772,45285376.0,0.4411270517776772,4528537.600000001,17.0,1.0,6.767129629629892,48.13552808108835,-0.0002616687286602745,0.0004411270517776772,1.0,0.43707292791738006
t_22,recommendationservice_checkout_replicas_2_users_10,recommendationservice,checkout,2,10,0.0019226217081193323,45281280.0,1.9226217081193322,4528128.0,17.0,1.0,6.910879629630031,49.85502980241423,0.0014814946563416552,0.0019226217081193323,1.0,0.7073062895703406
t_23,recommendationservice_checkout_replicas_2_users_10,recommendationservice,checkout,2,10,0.0016583224905278079,45281280.0,1.6583224905278078,4528128.0,17.0,2.0,6.981018518518553,47.93909427548261,-0.0002642992175915244,0.0016583224905278079,1.0,0.6590907996072194
t_24,recommendationservice_checkout_replicas_2_users_10,recommendationservice,checkout,2,10,0.0014139611160348066,45256704.0,1.4139611160348067,4525670.4,17.0,2.0,7.234027777778323,47.679814646050566,-0.0002443613744930013,0.0014139611160348066,1.0,0.614319000452473
t_25,recommendationservice_checkout_replicas_2_users_10,recommendationservice,checkout,2,10,0.0011639321194549697,45256704.0,1.1639321194549697,4525670.4,17.0,2.0,7.288194444444912,47.65345188496241,-0.0002500289965798369,0.0011639321194549697,1.0,0.5687067936327168
t_26,recommendationservice_checkout_replicas_2_users_10,recommendationservice,checkout,2,10,0.0009328012112647539,45256704.0,0.9328012112647539,4525670.4,17.0,2.0,7.453472222221322,48.8216345561573,-0.0002311309081902158,0.0009328012112647539,1.0,0.5265421210106598
t_27,recommendationservice_checkout_replicas_2_users_10,recommendationservice,checkout,2,10,0.0006534607154034788,45256704.0,0.6534607154034787,4525670.4,17.0,2.0,7.477314814814903,48.20649513463374,-0.0002793404958612751,0.0006534607154034788,1.0,0.4755826857265635
t_28,recommendationservice_checkout_replicas_2_users_10,recommendationservice,checkout,2,10,0.00041071245803498655,45264896.0,0.41071245803498657,4526489.600000001,17.0,2.0,7.679398148148138,48.037973370862574,-0.00024274825736849223,0.00041071245803498655,1.0,0.4313631949890966
t_29,recommendationservice_checkout_replicas_2_users_10,recommendationservice,checkout,2,10,0.002708715766295105,45260800.0,2.708715766295105,4526080.0,17.0,2.0,7.655092592592865,47.94986427551009,0.0022980033082601187,0.002708715766295105,1.0,0.8505503260482918
t_30,recommendationservice_checkout_replicas_2_users_10,recommendationservice,checkout,2,10,0.002729702057950226,45260800.0,2.729702057950226,4526080.0,17.0,2.0,7.834722222221359,49.664018479420925,2.098629165512081e-05,0.002729702057950226,1.0,0.8543788062983714
t_31,recommendationservice_checkout_replicas_2_users_10,recommendationservice,checkout,2,10,0.002728383312890394,45768704.0,2.728383312890394,4576870.4,17.0,,,,-1.3187450598316913e-06,0.002728383312890394,1.0,0.8581377146497583
t_32,recommendationservice_checkout_replicas_2_users_10,recommendationservice,checkout,2,10,0.0027350417464088866,45256704.0,2.7350417464088865,4525670.4,17.0,,,,6.6584335184924695e-06,0.0027350417464088866,1.0,0.8553206593098914
t_33,recommendationservice_checkout_replicas_2_users_10,recommendationservice,checkout,2,10,0.002660113816549501,45268992.0,2.6601138165495013,4526899.2,17.0,,,,-7.492792985938548e-05,0.002660113816549501,1.0,0.8417484934933612
t_34,recommendationservice_checkout_replicas_2_users_10,recommendationservice,checkout,2,10,0.0027373382650865944,45273088.0,2.7373382650865943,4527308.8,17.0,,,,7.722444853709319e-05,0.0027373382650865944,1.0,0.8558686234680526
t_35,recommendationservice_checkout_replicas_2_users_10,recommendationservice,checkout,2,10,0.002730619623400661,45273088.0,2.7306196234006612,4527308.8,17.0,,,,-6.718641685933297e-06,0.002730619623400661,1.0,0.85464295733205
t_36,recommendationservice_checkout_replicas_2_users_10,recommendationservice,checkout,2,10,0.0027360110130374856,45273088.0,2.7360110130374857,4527308.8,17.0,,,,5.3913896368245305e-06,0.0027360110130374856,1.0,0.8556264959716662
t_37,recommendationservice_checkout_replicas_2_users_10,recommendationservice,checkout,2,10,0.002740812317718648,45268992.0,2.740812317718648,4526899.2,17.0,,,,4.801304681162268e-06,0.002740812317718648,1.0,0.8564701328860792
